loan_id,credit_score,credit_score_band,ltv,ltv_band,dti,dti_band,state,loan_purpose,occupancy_type,property_type,original_balance,interest_rate,term_months,origination_month,vintage
L000710,637,620-679,75.5,61-80,21.6,21-35,GA,refinance,owner,sfr,465726,5.5,360,2023-07-01,2023
L000711,738,680-739,60.2,61-80,31.3,21-35,GA,refinance,owner,sfr,271098,7.0,360,2023-11-01,2023
L000712,731,680-739,49.7,<=60,31.0,21-35,CA,purchase,owner,sfr,158100,4.5,180,2023-01-01,2023
L000713,650,620-679,82.9,81-100,26.7,21-35,FL,refinance,owner,sfr,239292,6.0,360,2023-01-01,2023
L000714,662,620-679,81.5,81-100,30.0,21-35,GA,cash_out,owner,sfr,406080,7.25,240,2023-12-01,2023
L000715,692,680-739,78.8,61-80,31.1,21-35,NY,purchase,owner,sfr,421260,5.5,240,2023-01-01,2023
L000716,661,620-679,63.4,61-80,34.3,21-35,FL,refinance,owner,sfr,475603,5.75,240,2023-02-01,2023
L000717,648,620-679,89.1,81-100,32.0,21-35,WA,purchase,owner,condo,454401,6.5,360,2023-03-01,2023
L000718,655,620-679,115.0,100+,42.1,36-43,IL,refinance,owner,townhouse,444425,6.25,180,2023-04-01,2023
L000719,703,680-739,73.5,61-80,55.0,44-50,TX,cash_out,investor,sfr,365855,6.25,240,2023-08-01,2023
L000720,713,680-739,79.0,61-80,39.5,36-43,FL,cash_out,second_home,sfr,468573,6.25,180,2023-05-01,2023
L000721,737,680-739,59.0,<=60,36.4,36-43,FL,purchase,owner,sfr,625299,4.25,240,2023-08-01,2023
L000722,639,620-679,59.1,<=60,24.0,21-35,WA,cash_out,owner,condo,474720,9.25,240,2023-02-01,2023
L000723,620,620-679,97.1,81-100,28.0,21-35,IL,purchase,owner,sfr,288084,8.0,360,2023-03-01,2023
L000724,655,620-679,104.7,100+,17.7,<=20,WA,purchase,owner,sfr,269592,7.0,360,2023-09-01,2023
L000725,766,740+,67.4,61-80,37.3,36-43,CA,purchase,owner,sfr,491241,4.75,360,2023-01-01,2023
L000726,780,740+,61.3,61-80,19.6,<=20,TX,refinance,owner,sfr,230067,6.5,360,2023-12-01,2023
L000727,767,740+,57.3,<=60,39.1,36-43,IL,purchase,second_home,townhouse,202308,5.0,360,2023-07-01,2023
L000728,674,620-679,61.9,61-80,26.2,21-35,IL,purchase,owner,sfr,114784,6.25,180,2023-08-01,2023
L000729,806,740+,71.7,61-80,36.2,36-43,CA,cash_out,owner,sfr,527715,5.0,360,2023-11-01,2023
L000730,717,680-739,52.4,<=60,37.7,36-43,CA,purchase,owner,sfr,296237,6.25,360,2023-05-01,2023
L000731,671,620-679,60.4,61-80,16.0,<=20,WA,refinance,investor,sfr,539738,8.25,360,2023-03-01,2023
L000732,720,680-739,84.9,81-100,25.8,21-35,FL,refinance,owner,sfr,183719,5.5,360,2023-08-01,2023
L000733,789,740+,68.4,61-80,36.2,36-43,WA,purchase,owner,sfr,204629,7.0,180,2023-06-01,2023
L000734,684,680-739,59.2,<=60,37.3,36-43,GA,refinance,owner,condo,200756,6.75,360,2023-04-01,2023
L000735,602,<620,53.4,<=60,40.2,36-43,FL,purchase,owner,sfr,598053,5.75,360,2023-11-01,2023
L000736,653,620-679,86.7,81-100,29.9,21-35,NY,purchase,owner,sfr,187237,9.25,360,2023-07-01,2023
L000737,818,740+,55.2,<=60,32.2,21-35,NY,cash_out,owner,condo,612471,6.0,360,2023-10-01,2023
L000738,691,680-739,68.6,61-80,49.1,44-50,WA,purchase,owner,condo,346914,4.25,180,2023-03-01,2023
L000739,630,620-679,85.6,81-100,34.8,21-35,IL,refinance,owner,condo,562526,6.25,360,2023-08-01,2023
L000740,791,740+,78.8,61-80,40.4,36-43,GA,refinance,owner,sfr,308483,4.25,240,2023-05-01,2023
L000741,669,620-679,75.1,61-80,30.6,21-35,NY,refinance,owner,sfr,337461,5.25,360,2023-09-01,2023
L000742,656,620-679,75.2,61-80,19.5,<=20,GA,purchase,owner,sfr,278970,5.5,360,2023-03-01,2023
L000743,602,<620,56.6,<=60,37.2,36-43,WA,purchase,owner,sfr,97014,6.75,240,2023-06-01,2023
L000744,807,740+,60.0,61-80,37.9,36-43,NY,purchase,owner,sfr,202899,5.25,360,2023-03-01,2023
L000745,780,740+,63.8,61-80,41.5,36-43,WA,refinance,owner,sfr,315298,6.25,360,2023-09-01,2023
L000746,673,620-679,30.0,<=60,24.9,21-35,NY,refinance,owner,sfr,618047,6.25,240,2023-01-01,2023
L000747,696,680-739,64.5,61-80,26.6,21-35,GA,refinance,owner,sfr,404621,6.0,240,2023-02-01,2023
L000748,640,620-679,69.3,61-80,13.6,<=20,WA,refinance,owner,sfr,641888,8.25,240,2023-07-01,2023
L000749,810,740+,69.5,61-80,38.0,36-43,NY,cash_out,owner,sfr,125088,4.25,180,2023-02-01,2023
L000750,800,740+,68.9,61-80,40.3,36-43,IL,purchase,owner,condo,357779,5.75,240,2023-12-01,2023
L000751,614,<620,73.8,61-80,27.0,21-35,NY,purchase,owner,sfr,246878,8.0,240,2023-07-01,2023
L000752,638,620-679,74.8,61-80,29.0,21-35,WA,cash_out,investor,sfr,608271,7.75,360,2023-02-01,2023
L000753,794,740+,95.1,81-100,31.1,21-35,TX,refinance,owner,sfr,143964,4.5,240,2023-10-01,2023
L000754,632,620-679,73.1,61-80,47.3,44-50,GA,refinance,owner,sfr,162965,6.0,360,2023-03-01,2023
L000755,666,620-679,83.5,81-100,41.2,36-43,GA,purchase,investor,sfr,270256,6.25,360,2023-11-01,2023
L000756,774,740+,61.9,61-80,43.3,44-50,FL,refinance,owner,sfr,331568,6.25,240,2023-09-01,2023
L000757,636,620-679,75.7,61-80,31.7,21-35,FL,refinance,second_home,condo,245044,7.75,360,2023-06-01,2023
L000758,783,740+,75.2,61-80,29.0,21-35,WA,refinance,owner,sfr,373515,5.25,360,2023-11-01,2023
L000759,737,680-739,67.5,61-80,42.9,36-43,IL,refinance,owner,sfr,185870,7.5,360,2023-07-01,2023
L000760,624,620-679,45.4,<=60,18.1,<=20,IL,purchase,owner,sfr,483453,7.25,240,2023-02-01,2023
L000761,587,<620,50.8,<=60,37.6,36-43,FL,purchase,owner,sfr,103713,6.0,360,2023-12-01,2023
L000762,621,620-679,77.6,61-80,21.3,21-35,CA,refinance,owner,sfr,526255,7.75,360,2023-06-01,2023
L000763,706,680-739,70.1,61-80,40.1,36-43,WA,purchase,owner,townhouse,271672,4.0,360,2023-11-01,2023
L000764,810,740+,67.3,61-80,37.6,36-43,CA,refinance,owner,sfr,131711,5.0,240,2023-10-01,2023
L000765,693,680-739,60.8,61-80,25.0,21-35,NY,refinance,owner,sfr,100886,3.75,360,2023-06-01,2023
L000766,610,<620,72.3,61-80,35.0,21-35,WA,purchase,owner,sfr,421678,7.0,240,2023-01-01,2023
L000767,591,<620,79.5,61-80,22.8,21-35,NY,purchase,owner,sfr,643169,8.25,360,2023-04-01,2023
L000768,625,620-679,98.8,81-100,23.6,21-35,IL,cash_out,second_home,condo,300026,7.5,240,2023-03-01,2023
L000769,684,680-739,70.8,61-80,29.4,21-35,NY,purchase,owner,sfr,620406,3.5,240,2023-04-01,2023
L000770,686,680-739,68.5,61-80,26.1,21-35,TX,refinance,owner,sfr,348990,6.5,240,2023-10-01,2023
L000771,653,620-679,75.2,61-80,41.9,36-43,CA,refinance,owner,townhouse,456068,7.25,360,2023-05-01,2023
L000772,729,680-739,88.5,81-100,51.8,44-50,FL,cash_out,owner,sfr,508853,6.75,360,2023-09-01,2023
L000773,639,620-679,105.6,100+,33.0,21-35,IL,purchase,owner,condo,223677,7.25,360,2023-01-01,2023
L000774,641,620-679,79.6,61-80,32.9,21-35,IL,purchase,owner,sfr,500904,7.5,240,2023-12-01,2023
L000775,803,740+,49.7,<=60,39.7,36-43,FL,purchase,owner,condo,453269,3.5,360,2023-02-01,2023
L000776,708,680-739,71.6,61-80,30.1,21-35,FL,refinance,owner,sfr,379769,6.0,360,2023-05-01,2023
L000777,723,680-739,54.3,<=60,37.0,36-43,IL,purchase,second_home,condo,493986,5.0,360,2023-07-01,2023
L000778,717,680-739,56.9,<=60,16.0,<=20,GA,purchase,second_home,condo,570937,5.75,360,2023-01-01,2023
L000779,616,<620,98.4,81-100,26.7,21-35,GA,purchase,investor,sfr,429314,7.0,180,2023-06-01,2023
L000780,719,680-739,66.1,61-80,19.0,<=20,NY,cash_out,owner,sfr,362589,4.75,360,2023-05-01,2023
L000781,761,740+,60.7,61-80,15.7,<=20,FL,purchase,owner,sfr,506626,5.0,360,2023-04-01,2023
L000782,590,<620,91.9,81-100,41.5,36-43,NY,purchase,owner,sfr,450423,7.5,180,2023-04-01,2023
L000783,668,620-679,72.6,61-80,30.2,21-35,CA,cash_out,owner,sfr,308420,5.75,360,2023-06-01,2023
L000784,646,620-679,54.5,<=60,47.0,44-50,GA,cash_out,owner,townhouse,618457,6.0,360,2023-01-01,2023
L000785,723,680-739,72.3,61-80,46.4,44-50,NY,refinance,owner,sfr,462738,6.0,360,2023-04-01,2023
L000786,797,740+,50.6,<=60,32.3,21-35,CA,purchase,owner,sfr,579295,6.75,360,2023-02-01,2023
L000787,671,620-679,58.6,<=60,29.1,21-35,NY,refinance,owner,sfr,349129,5.75,360,2023-12-01,2023
L000788,595,<620,74.3,61-80,26.1,21-35,NY,cash_out,owner,sfr,370861,5.0,360,2023-01-01,2023
L000789,733,680-739,33.4,<=60,10.9,<=20,TX,refinance,owner,condo,309435,4.75,360,2023-02-01,2023
L000790,654,620-679,82.2,81-100,28.1,21-35,GA,cash_out,owner,sfr,416408,6.5,360,2023-12-01,2023
L000791,743,740+,75.4,61-80,30.4,21-35,IL,purchase,owner,sfr,457736,3.75,360,2023-04-01,2023
L000792,613,<620,84.2,81-100,26.8,21-35,CA,cash_out,owner,sfr,511809,5.75,360,2023-05-01,2023
L000793,648,620-679,65.7,61-80,24.1,21-35,WA,purchase,owner,condo,188374,5.5,360,2023-11-01,2023
L000794,673,620-679,77.9,61-80,32.1,21-35,TX,refinance,owner,sfr,192030,8.5,180,2023-10-01,2023
L000795,779,740+,56.8,<=60,29.5,21-35,GA,cash_out,owner,sfr,569432,6.25,240,2023-05-01,2023
L000796,712,680-739,57.8,<=60,34.1,21-35,GA,refinance,owner,sfr,188413,5.0,240,2023-03-01,2023
L000797,728,680-739,73.2,61-80,24.0,21-35,GA,purchase,owner,sfr,479401,4.75,360,2023-03-01,2023
L000798,749,740+,72.1,61-80,49.8,44-50,WA,refinance,owner,townhouse,568868,4.25,180,2023-02-01,2023
L000799,725,680-739,71.5,61-80,37.7,36-43,NY,refinance,investor,condo,356441,6.0,360,2023-10-01,2023
L000800,791,740+,91.9,81-100,31.4,21-35,FL,refinance,owner,condo,620731,5.25,240,2023-11-01,2023
L000801,632,620-679,67.6,61-80,25.8,21-35,GA,purchase,owner,sfr,284805,4.75,360,2023-11-01,2023
L000802,733,680-739,78.4,61-80,24.1,21-35,GA,refinance,owner,sfr,160945,6.25,180,2023-07-01,2023
L000803,640,620-679,76.9,61-80,39.9,36-43,WA,refinance,owner,sfr,200697,7.75,180,2023-02-01,2023
L000804,713,680-739,74.1,61-80,29.1,21-35,NY,refinance,owner,sfr,364246,6.5,240,2023-05-01,2023
L000805,674,620-679,77.9,61-80,33.3,21-35,NY,purchase,owner,sfr,630568,6.25,360,2023-12-01,2023
L000806,800,740+,45.8,<=60,36.5,36-43,WA,purchase,owner,sfr,631326,6.75,180,2023-12-01,2023
L000807,588,<620,63.4,61-80,27.9,21-35,IL,purchase,owner,condo,333179,7.25,360,2023-05-01,2023
L000808,711,680-739,88.2,81-100,35.1,36-43,NY,refinance,owner,sfr,545379,6.25,360,2023-01-01,2023
L000809,593,<620,67.3,61-80,16.1,<=20,CA,purchase,owner,sfr,239773,7.75,360,2023-10-01,2023
L000810,667,620-679,82.2,81-100,24.1,21-35,IL,cash_out,investor,sfr,649501,4.5,360,2023-05-01,2023
L000811,739,680-739,78.8,61-80,15.4,<=20,IL,refinance,owner,townhouse,405272,7.5,180,2023-11-01,2023
L000812,637,620-679,30.0,<=60,29.1,21-35,TX,refinance,owner,sfr,328007,6.75,360,2023-06-01,2023
L000813,655,620-679,52.1,<=60,29.0,21-35,GA,purchase,owner,sfr,348267,6.25,360,2023-04-01,2023
L000814,742,740+,61.7,61-80,48.6,44-50,WA,refinance,owner,condo,628613,6.5,360,2023-12-01,2023
L000815,752,740+,61.5,61-80,25.7,21-35,GA,purchase,owner,sfr,106300,4.25,360,2023-06-01,2023
L000816,735,680-739,65.0,61-80,34.0,21-35,WA,purchase,owner,sfr,189847,4.75,360,2023-03-01,2023
L000817,597,<620,65.2,61-80,36.5,36-43,WA,purchase,owner,sfr,282284,7.25,240,2023-05-01,2023
L000818,661,620-679,59.5,<=60,45.3,44-50,TX,refinance,owner,sfr,117441,7.0,180,2023-05-01,2023
L000819,757,740+,61.7,61-80,36.8,36-43,WA,refinance,owner,condo,573237,4.0,360,2023-06-01,2023
L000820,787,740+,42.4,<=60,39.4,36-43,WA,cash_out,owner,sfr,471058,5.0,240,2023-10-01,2023
L000821,631,620-679,100.7,100+,48.8,44-50,CA,purchase,owner,sfr,467162,5.5,360,2023-04-01,2023
L000822,674,620-679,92.5,81-100,17.7,<=20,NY,cash_out,owner,condo,368592,5.75,360,2023-04-01,2023
L000823,788,740+,84.8,81-100,27.5,21-35,NY,purchase,owner,condo,598956,4.0,180,2023-04-01,2023
L000824,609,<620,70.4,61-80,29.3,21-35,FL,refinance,owner,sfr,424629,7.75,180,2023-08-01,2023
L000825,797,740+,58.0,<=60,32.1,21-35,IL,purchase,investor,townhouse,381944,5.5,360,2023-01-01,2023
L000826,670,620-679,108.2,100+,27.0,21-35,CA,refinance,owner,sfr,446776,5.0,360,2023-04-01,2023
L000827,745,740+,57.5,<=60,42.2,36-43,CA,refinance,owner,sfr,419195,6.25,360,2023-02-01,2023
L000828,685,680-739,93.1,81-100,27.1,21-35,FL,purchase,owner,sfr,515540,6.0,360,2023-07-01,2023
L000829,674,620-679,76.2,61-80,26.8,21-35,WA,cash_out,owner,townhouse,315991,6.25,360,2023-10-01,2023
L000830,670,620-679,57.9,<=60,36.8,36-43,NY,purchase,owner,sfr,495698,4.5,240,2023-05-01,2023
L000831,586,<620,59.4,<=60,26.0,21-35,WA,cash_out,owner,condo,532982,5.5,180,2023-06-01,2023
L000832,798,740+,65.3,61-80,23.2,21-35,IL,purchase,owner,sfr,389311,5.0,240,2023-06-01,2023
L000833,762,740+,62.2,61-80,20.9,21-35,TX,purchase,owner,sfr,341710,4.5,360,2023-04-01,2023
L000834,801,740+,50.4,<=60,31.4,21-35,FL,refinance,owner,townhouse,167332,4.75,360,2023-04-01,2023
L000835,715,680-739,77.9,61-80,41.7,36-43,TX,purchase,owner,sfr,614706,6.5,360,2023-01-01,2023
L000836,810,740+,57.8,<=60,39.7,36-43,WA,refinance,investor,townhouse,538147,6.0,240,2023-10-01,2023
L000837,599,<620,83.0,81-100,36.6,36-43,WA,purchase,second_home,sfr,490595,6.5,180,2023-07-01,2023
L000838,665,620-679,68.9,61-80,33.6,21-35,IL,refinance,owner,condo,277401,5.75,360,2023-03-01,2023
L000839,716,680-739,73.7,61-80,27.5,21-35,FL,purchase,owner,condo,252607,3.75,180,2023-09-01,2023
L000840,695,680-739,73.3,61-80,31.7,21-35,NY,refinance,investor,sfr,147773,6.0,240,2023-06-01,2023
L000841,581,<620,65.8,61-80,21.5,21-35,FL,refinance,investor,sfr,126394,6.25,240,2023-04-01,2023
L000842,604,<620,70.1,61-80,33.9,21-35,WA,cash_out,owner,condo,490434,6.25,360,2023-12-01,2023
L000843,688,680-739,74.2,61-80,41.5,36-43,CA,purchase,owner,sfr,271585,6.75,180,2023-05-01,2023
L000844,778,740+,106.2,100+,18.0,<=20,CA,purchase,owner,sfr,146337,3.75,240,2023-05-01,2023
L000845,727,680-739,52.3,<=60,44.4,44-50,WA,cash_out,investor,sfr,387415,6.5,360,2023-08-01,2023
L000846,648,620-679,61.0,61-80,13.1,<=20,TX,refinance,owner,townhouse,338631,5.25,360,2023-03-01,2023
L000847,772,740+,65.7,61-80,25.6,21-35,CA,refinance,owner,townhouse,434767,3.75,240,2023-08-01,2023
L000848,793,740+,52.6,<=60,22.8,21-35,CA,refinance,investor,sfr,412284,4.25,360,2023-11-01,2023
L000849,649,620-679,51.5,<=60,26.1,21-35,IL,purchase,owner,condo,203518,5.0,180,2023-02-01,2023
L000850,800,740+,48.2,<=60,29.3,21-35,IL,refinance,owner,sfr,600342,5.0,360,2023-10-01,2023
L000851,635,620-679,70.4,61-80,43.8,44-50,TX,refinance,owner,townhouse,572311,8.75,360,2023-06-01,2023
L000852,718,680-739,63.2,61-80,23.5,21-35,WA,refinance,investor,sfr,221418,7.75,240,2023-12-01,2023
L000853,659,620-679,73.8,61-80,24.2,21-35,FL,purchase,investor,condo,277463,6.0,240,2023-07-01,2023
L000854,752,740+,49.8,<=60,25.8,21-35,FL,purchase,owner,sfr,301910,5.25,360,2023-07-01,2023
L000855,594,<620,57.8,<=60,27.5,21-35,GA,refinance,second_home,townhouse,481794,8.25,240,2023-05-01,2023
L000856,592,<620,84.9,81-100,26.7,21-35,FL,refinance,investor,sfr,370114,8.0,360,2023-09-01,2023
L000857,803,740+,82.4,81-100,20.5,21-35,GA,cash_out,owner,sfr,164449,4.25,360,2023-09-01,2023
L000858,622,620-679,47.8,<=60,34.7,21-35,CA,purchase,investor,sfr,328358,7.25,240,2023-03-01,2023
L000859,791,740+,83.5,81-100,31.2,21-35,TX,refinance,owner,townhouse,168191,5.5,360,2023-08-01,2023
L000860,740,740+,62.9,61-80,41.4,36-43,GA,purchase,owner,sfr,122265,7.0,240,2023-08-01,2023
L000861,724,680-739,54.5,<=60,43.5,44-50,TX,purchase,owner,condo,279130,8.75,360,2023-07-01,2023
L000862,754,740+,82.0,81-100,18.4,<=20,IL,purchase,owner,sfr,546359,5.5,360,2023-06-01,2023
L000863,597,<620,84.5,81-100,46.6,44-50,FL,cash_out,owner,sfr,177341,7.75,240,2023-07-01,2023
L000864,592,<620,33.6,<=60,37.0,36-43,IL,purchase,owner,sfr,591633,7.0,240,2023-01-01,2023
L000865,600,<620,83.9,81-100,43.8,44-50,NY,purchase,owner,condo,591219,7.0,360,2023-11-01,2023
L000866,584,<620,63.4,61-80,31.6,21-35,TX,purchase,owner,sfr,169446,6.0,360,2023-04-01,2023
L000867,803,740+,63.0,61-80,38.3,36-43,IL,purchase,investor,condo,421972,4.75,240,2023-03-01,2023
L000868,687,680-739,65.2,61-80,37.5,36-43,IL,refinance,investor,sfr,533253,6.75,360,2023-03-01,2023
L000869,609,<620,86.8,81-100,44.5,44-50,GA,cash_out,owner,condo,643578,5.75,180,2023-10-01,2023
L000870,655,620-679,89.5,81-100,27.0,21-35,WA,refinance,owner,townhouse,102901,6.75,240,2023-07-01,2023
L000871,614,<620,75.6,61-80,27.1,21-35,CA,cash_out,owner,sfr,485916,7.0,240,2023-06-01,2023
L000872,797,740+,82.2,81-100,30.2,21-35,NY,purchase,owner,sfr,138643,5.0,360,2023-07-01,2023
L000873,768,740+,102.4,100+,44.7,44-50,IL,purchase,owner,sfr,285401,8.0,180,2023-04-01,2023
L000874,581,<620,70.1,61-80,46.2,44-50,TX,purchase,second_home,condo,555050,8.0,240,2023-05-01,2023
L000875,652,620-679,55.2,<=60,22.5,21-35,TX,refinance,second_home,sfr,346102,7.25,360,2023-09-01,2023
L000876,737,680-739,78.2,61-80,37.4,36-43,NY,purchase,owner,townhouse,476781,7.0,180,2023-12-01,2023
L000877,678,620-679,80.9,81-100,32.3,21-35,TX,purchase,owner,sfr,380620,6.25,360,2023-11-01,2023
L000878,633,620-679,68.0,61-80,30.5,21-35,WA,purchase,owner,condo,577143,6.0,360,2023-01-01,2023
L000879,678,620-679,67.5,61-80,37.5,36-43,CA,refinance,owner,condo,648675,7.0,360,2023-08-01,2023
L000880,682,680-739,102.5,100+,49.4,44-50,FL,purchase,owner,townhouse,240475,6.5,360,2023-05-01,2023
L000881,748,740+,66.5,61-80,38.0,36-43,CA,purchase,owner,sfr,426081,6.5,360,2023-12-01,2023
L000882,712,680-739,57.0,<=60,28.6,21-35,TX,purchase,owner,condo,442179,6.25,360,2023-06-01,2023
L000883,693,680-739,30.2,<=60,27.1,21-35,FL,purchase,owner,sfr,531122,5.75,240,2023-03-01,2023
L000884,727,680-739,82.7,81-100,37.3,36-43,FL,purchase,owner,townhouse,332044,5.25,360,2023-09-01,2023
L000885,774,740+,89.5,81-100,35.1,36-43,FL,purchase,owner,sfr,290539,4.0,360,2023-01-01,2023
L000886,602,<620,53.0,<=60,43.0,36-43,CA,cash_out,owner,condo,647244,5.5,360,2023-09-01,2023
L000887,699,680-739,79.2,61-80,45.4,44-50,TX,refinance,owner,sfr,439618,7.5,360,2023-07-01,2023
L000888,761,740+,65.4,61-80,35.1,36-43,GA,refinance,owner,sfr,314845,5.5,360,2023-12-01,2023
L000889,649,620-679,71.5,61-80,38.3,36-43,WA,cash_out,owner,townhouse,213885,6.75,360,2023-06-01,2023
L000890,788,740+,61.8,61-80,47.9,44-50,WA,refinance,owner,sfr,130978,4.5,360,2023-11-01,2023
L000891,626,620-679,70.4,61-80,44.6,44-50,WA,purchase,owner,sfr,317281,6.0,240,2023-01-01,2023
L000892,588,<620,83.6,81-100,24.8,21-35,IL,cash_out,owner,condo,405847,7.5,240,2023-06-01,2023
L000893,761,740+,63.0,61-80,20.1,21-35,IL,cash_out,owner,sfr,208364,5.75,360,2023-11-01,2023
L000894,763,740+,60.5,61-80,20.7,21-35,GA,refinance,owner,sfr,606642,7.25,180,2023-10-01,2023
L000895,632,620-679,55.6,<=60,17.1,<=20,TX,purchase,owner,sfr,300907,3.75,360,2023-11-01,2023
L000896,818,740+,87.5,81-100,36.4,36-43,CA,refinance,owner,sfr,186409,5.25,180,2023-03-01,2023
L000897,726,680-739,58.2,<=60,21.7,21-35,FL,purchase,owner,sfr,299405,6.25,360,2023-06-01,2023
L000898,588,<620,80.0,81-100,39.1,36-43,TX,cash_out,owner,sfr,614429,6.25,360,2023-01-01,2023
L000899,724,680-739,52.1,<=60,25.5,21-35,IL,purchase,owner,sfr,289112,6.5,240,2023-04-01,2023
L000900,663,620-679,38.8,<=60,41.5,36-43,NY,refinance,owner,sfr,491344,5.75,240,2023-09-01,2023
L000901,811,740+,62.3,61-80,38.6,36-43,CA,purchase,owner,condo,96528,5.0,360,2023-01-01,2023
L000902,645,620-679,74.2,61-80,34.3,21-35,NY,purchase,owner,townhouse,571621,8.5,240,2023-09-01,2023
L000903,601,<620,86.9,81-100,36.9,36-43,FL,cash_out,owner,condo,390348,5.5,360,2023-11-01,2023
L000904,790,740+,82.6,81-100,21.3,21-35,CA,cash_out,owner,sfr,516623,5.75,240,2023-10-01,2023
L000905,629,620-679,75.5,61-80,10.6,<=20,TX,refinance,owner,condo,412543,6.0,180,2023-12-01,2023
L000906,658,620-679,33.4,<=60,27.8,21-35,TX,cash_out,owner,sfr,592605,4.75,360,2023-09-01,2023
L000907,738,680-739,77.9,61-80,36.7,36-43,CA,purchase,owner,condo,526720,6.25,360,2023-09-01,2023
L000908,658,620-679,48.6,<=60,20.9,21-35,FL,refinance,owner,sfr,468180,3.5,240,2023-01-01,2023
L000909,659,620-679,60.3,61-80,38.5,36-43,NY,refinance,owner,sfr,406859,6.75,240,2023-05-01,2023
L000910,698,680-739,97.5,81-100,38.0,36-43,TX,refinance,investor,sfr,354838,4.25,240,2023-11-01,2023
L000911,610,<620,85.7,81-100,33.7,21-35,WA,purchase,owner,sfr,499646,6.5,240,2023-03-01,2023
L000912,710,680-739,54.6,<=60,35.0,21-35,FL,purchase,owner,sfr,86156,5.0,360,2023-03-01,2023
L000913,794,740+,65.6,61-80,31.8,21-35,FL,purchase,owner,sfr,561703,6.25,360,2023-05-01,2023
L000914,818,740+,82.6,81-100,33.9,21-35,TX,purchase,owner,sfr,95788,5.0,240,2023-10-01,2023
L000915,755,740+,68.6,61-80,21.1,21-35,GA,purchase,owner,condo,176388,6.0,180,2023-02-01,2023
L000916,722,680-739,67.6,61-80,42.1,36-43,NY,refinance,owner,townhouse,156922,4.0,180,2023-10-01,2023
L000917,633,620-679,54.1,<=60,35.7,36-43,IL,cash_out,second_home,sfr,481391,7.75,240,2023-12-01,2023
L000918,789,740+,78.9,61-80,37.4,36-43,CA,purchase,investor,sfr,209973,4.25,360,2023-03-01,2023
L000919,602,<620,80.9,81-100,25.8,21-35,NY,refinance,owner,sfr,362043,8.25,180,2023-01-01,2023
L000920,750,740+,58.9,<=60,19.1,<=20,TX,refinance,second_home,sfr,228641,4.25,240,2023-02-01,2023
L000921,782,740+,40.6,<=60,43.6,44-50,FL,refinance,owner,condo,471609,6.5,180,2023-01-01,2023
L000922,691,680-739,97.9,81-100,19.2,<=20,GA,cash_out,owner,sfr,89793,7.0,240,2023-09-01,2023
L000923,716,680-739,60.4,61-80,29.5,21-35,FL,cash_out,owner,sfr,322361,7.25,360,2023-01-01,2023
L000924,774,740+,77.2,61-80,31.5,21-35,CA,purchase,owner,sfr,132077,4.25,240,2023-06-01,2023
L000925,803,740+,58.2,<=60,34.8,21-35,GA,refinance,owner,sfr,122184,4.75,240,2023-07-01,2023
L000926,587,<620,59.8,<=60,35.5,36-43,NY,cash_out,owner,condo,176174,7.0,360,2023-12-01,2023
L000927,704,680-739,85.3,81-100,32.3,21-35,FL,refinance,owner,sfr,302451,6.75,360,2023-06-01,2023
L000928,678,620-679,66.2,61-80,19.6,<=20,GA,purchase,owner,sfr,315558,8.5,240,2023-03-01,2023
L000929,635,620-679,82.5,81-100,30.0,21-35,CA,refinance,owner,sfr,265351,6.25,240,2023-05-01,2023
L000930,787,740+,82.9,81-100,31.7,21-35,TX,purchase,owner,condo,93488,5.25,360,2023-10-01,2023
L000931,612,<620,63.3,61-80,37.4,36-43,IL,purchase,owner,sfr,222812,6.25,360,2023-04-01,2023
L000932,660,620-679,75.4,61-80,34.7,21-35,WA,refinance,owner,townhouse,324353,7.75,180,2023-12-01,2023
L000933,680,680-739,82.6,81-100,42.7,36-43,WA,purchase,second_home,sfr,97124,5.25,360,2023-03-01,2023
L000934,634,620-679,89.6,81-100,40.1,36-43,CA,refinance,investor,sfr,500765,5.5,240,2023-05-01,2023
L000935,744,740+,67.1,61-80,21.0,21-35,GA,purchase,owner,sfr,192760,6.5,180,2023-07-01,2023
L000936,733,680-739,71.2,61-80,33.1,21-35,NY,purchase,owner,sfr,437913,5.25,360,2023-02-01,2023
L000937,581,<620,57.0,<=60,36.5,36-43,NY,purchase,owner,sfr,629801,9.0,360,2023-01-01,2023
L000938,617,<620,82.8,81-100,28.0,21-35,IL,purchase,owner,townhouse,275753,6.75,240,2023-03-01,2023
L000939,674,620-679,72.6,61-80,46.1,44-50,WA,cash_out,owner,sfr,172584,3.75,180,2023-12-01,2023
L000940,791,740+,51.2,<=60,27.6,21-35,CA,refinance,investor,sfr,531957,4.75,240,2023-03-01,2023
L000941,676,620-679,65.9,61-80,20.9,21-35,WA,cash_out,owner,sfr,303463,4.0,360,2023-11-01,2023
L000942,682,680-739,69.4,61-80,16.6,<=20,IL,cash_out,owner,sfr,187629,6.0,180,2023-01-01,2023
L000943,741,740+,62.4,61-80,28.3,21-35,NY,refinance,owner,sfr,270870,5.25,360,2023-05-01,2023
L000944,769,740+,60.4,61-80,28.4,21-35,IL,purchase,owner,condo,473633,5.0,360,2023-03-01,2023
L000945,626,620-679,46.8,<=60,29.2,21-35,FL,refinance,investor,condo,365773,4.75,360,2023-09-01,2023
L000946,740,740+,72.7,61-80,12.7,<=20,CA,purchase,investor,sfr,297562,6.25,240,2023-03-01,2023
