loan_id,reporting_month,days_past_due,current_balance,credit_score_band,state,servicer_name,data_quality_score,next_3m_delinquency_flag,predicted_probability,error_type,next_6m_delinquency_flag,next_12m_default_flag,next_12m_prepayment_flag
L000172,2023-07-01,0,419395.38,740+,TX,Atlas,82.0,,0.0207,false_negative,,,
L000337,2023-07-01,0,504341.63,<620,IL,Beacon,72.0,,0.1108,false_negative,,,
L000334,2023-07-01,60,530814.56,680-739,TX,Atlas,80.0,,0.0505,false_negative,,,
L000478,2023-07-01,0,,620-679,NY,Beacon,87.1,,0.0641,false_negative,,,
L000345,2023-07-01,0,348246.96,680-739,GA,Atlas,80.0,,0.0905,false_negative,,,
L000666,2023-07-01,0,426940.38,680-739,CA,Cedar,80.0,,0.3007,false_negative,,,
L000511,2023-07-01,0,81188.02,740+,WA,Cedar,80.0,,0.4828,false_negative,,,
L000720,2023-07-01,0,461232.91,680-739,FL,Beacon,82.0,,0.035,false_negative,,,
L000506,2023-07-01,0,609750.21,<620,NY,Beacon,90.0,,0.3304,false_negative,,,
L000813,2023-07-01,0,344278.36,620-679,GA,Atlas,80.0,,0.4704,false_negative,,,
L000960,2023-07-01,0,130267.47,<620,WA,Beacon,82.0,,0.2064,false_negative,,,
L000924,2023-07-01,0,131161.96,740+,CA,Atlas,82.0,,0.0944,false_negative,,,
L000781,2023-07-01,0,501007.97,740+,FL,Cedar,90.0,,0.2263,false_negative,,,
L000777,2023-07-01,0,492411.56,680-739,IL,Cedar,80.0,,0.0644,false_negative,,,
L000999,2023-07-01,0,297177.2,<620,TX,Beacon,82.0,,0.415,false_negative,,,
L000831,2023-07-01,0,532982.0,<620,WA,Beacon,59.5,,0.3897,false_negative,,,
L000887,2023-07-01,0,438499.94,680-739,TX,Beacon,90.0,,0.3704,false_negative,,,
L000968,2023-07-01,0,414001.87,740+,FL,Cedar,82.0,,0.0388,false_negative,,,
L001009,2023-07-01,0,167044.75,<620,CA,Cedar,90.0,,0.2899,false_negative,,,
L000810,2023-07-01,0,643899.65,620-679,IL,Atlas,90.0,,0.2153,false_negative,,,
L000551,2023-08-01,0,340425.16,680-739,WA,Beacon,82.0,,0.3366,false_negative,,,
L001009,2023-08-01,0,166526.09,<620,CA,Cedar,80.0,,0.3018,false_negative,,,
L000058,2023-08-01,0,103978.72,680-739,FL,Atlas,82.0,,0.5883,false_positive,,,
L000114,2023-08-01,30,381456.8,740+,CA,Cedar,90.0,,0.3565,false_negative,,,
L000521,2023-08-01,0,440816.02,740+,WA,Beacon,90.0,,0.0703,false_negative,,,
L000708,2023-08-01,0,439250.5,680-739,WA,Atlas,90.0,,0.0716,false_negative,,,
L000315,2023-08-01,0,386846.16,680-739,IL,Atlas,90.0,,0.4052,false_negative,,,
L000526,2023-08-01,0,637638.0,680-739,CA,Cedar,59.5,,0.3678,false_negative,,,
L000713,2023-08-01,45,234259.54,620-679,FL,Beacon,68.0,,0.1661,false_negative,,,
L000191,2023-08-01,0,394185.42,680-739,NY,Beacon,90.0,,0.0432,false_negative,,,
L000527,2023-08-01,0,437060.49,740+,IL,Cedar,82.0,,0.1832,false_negative,,,
L000901,2023-08-01,0,94269.37,740+,CA,Atlas,90.0,,0.6022,false_positive,,,
L000699,2023-08-01,0,335467.51,740+,FL,Beacon,64.0,,0.5867,false_positive,,,
L000825,2023-08-01,0,373847.78,740+,IL,Atlas,90.0,,0.246,false_negative,,,
L000619,2023-08-01,0,422191.57,<620,CA,Beacon,82.0,,0.1447,false_negative,,,
L001105,2023-08-01,0,513781.29,680-739,TX,Beacon,90.0,,0.1859,false_negative,,,
L000102,2023-08-01,0,303348.68,<620,CA,Beacon,90.0,,0.4417,false_negative,,,
L000093,2023-08-01,0,112024.91,680-739,IL,Cedar,90.0,,0.4783,false_negative,,,
L001005,2023-08-01,0,114923.74,740+,FL,Beacon,67.5,,0.4447,false_negative,,,
L000281,2023-08-01,0,363508.76,680-739,FL,Atlas,82.0,,0.3496,false_negative,,,
L000280,2023-08-01,0,211064.65,680-739,FL,Beacon,90.0,,0.0223,false_negative,,,
L000878,2023-08-01,0,,620-679,WA,Cedar,86.6,,0.3623,false_negative,,,
L000288,2023-08-01,0,251092.23,620-679,TX,Atlas,90.0,,0.0065,false_negative,,,
L000286,2023-08-01,0,412574.31,<620,WA,Cedar,90.0,,0.2968,false_negative,,,
L001131,2023-08-01,0,535056.74,680-739,CA,Atlas,90.0,,0.0654,false_negative,,,
L000666,2023-08-01,0,425712.89,680-739,CA,Cedar,80.0,,0.3327,false_negative,,,
L000860,2023-08-01,0,121704.98,740+,GA,Beacon,82.0,,0.2342,false_negative,,,
L000273,2023-08-01,0,360521.92,740+,WA,Atlas,90.0,,0.5385,false_positive,,,
L000870,2023-08-01,0,101979.11,620-679,WA,Cedar,82.0,,0.2412,false_negative,,,
L000511,2023-08-01,0,80935.63,740+,WA,Cedar,80.0,,0.4652,false_negative,,,
L000168,2023-08-01,0,628654.22,620-679,NY,Beacon,72.0,,0.3393,false_negative,,,
L000465,2023-08-01,0,144819.32,740+,GA,Beacon,82.0,,0.2644,false_negative,,,
L000781,2023-08-01,0,499702.23,740+,FL,Cedar,90.0,,0.2157,false_negative,,,
L000946,2023-08-01,0,289657.76,740+,CA,Cedar,72.0,,0.6677,false_positive,,,
L000453,2023-08-01,0,304497.92,680-739,WA,Beacon,90.0,,0.2087,false_negative,,,
L000486,2023-08-01,0,522595.18,620-679,IL,Cedar,72.0,,0.281,false_negative,,,
L000785,2023-08-01,0,456331.5,680-739,NY,Beacon,90.0,,0.2412,false_negative,,,
L000345,2023-08-01,0,347341.97,680-739,GA,Atlas,80.0,,0.1103,false_negative,,,
L000478,2023-08-01,-10,329438.58,620-679,NY,Beacon,75.0,,0.1912,false_negative,,,
L000026,2023-08-01,0,425483.03,680-739,WA,Atlas,82.0,,0.1073,false_negative,,,
L001138,2023-08-01,0,96511.69,620-679,GA,Atlas,90.0,,0.3162,false_negative,,,
L000133,2023-08-01,0,460304.68,<620,CA,Beacon,90.0,,0.051,false_negative,,,
L001065,2023-08-01,0,485309.1,620-679,IL,Cedar,82.0,,0.3669,false_negative,,,
L000980,2023-08-01,0,247860.51,<620,IL,Beacon,72.0,,0.7622,false_positive,,,
L000767,2023-08-01,0,633136.42,<620,NY,Cedar,90.0,,0.3285,false_negative,,,
L000399,2023-08-01,0,169890.15,620-679,IL,Atlas,90.0,,0.1572,false_negative,,,
L000419,2023-08-01,0,81666.22,740+,IL,Atlas,82.0,,0.2378,false_negative,,,
L000444,2023-08-01,0,160542.97,<620,CA,Atlas,80.0,,0.3455,false_negative,,,
L000952,2023-08-01,0,607985.36,<620,GA,Beacon,72.0,,0.2522,false_negative,,,
L000009,2023-08-01,0,626476.57,620-679,WA,Beacon,90.0,,0.3608,false_negative,,,
L000720,2023-08-01,45,458519.54,680-739,FL,Beacon,70.0,,0.1495,false_negative,,,
L000337,2023-08-01,0,502523.13,<620,IL,Beacon,72.0,,0.3564,false_negative,,,
L000011,2023-09-01,0,243084.28,740+,IL,Atlas,90.0,,0.0494,false_negative,,,
L000506,2023-09-01,0,605502.45,<620,NY,Beacon,90.0,,0.4388,false_negative,,,
L000428,2023-09-01,0,397131.73,740+,TX,Atlas,82.0,,0.3828,false_negative,,,
L000315,2023-09-01,0,385487.73,680-739,IL,Atlas,80.0,,0.3733,false_negative,,,
L000511,2023-09-01,0,80659.62,740+,WA,Cedar,80.0,,0.3795,false_negative,,,
L000378,2023-09-01,0,94811.6,620-679,IL,Beacon,82.0,,0.431,false_negative,,,
L000399,2023-09-01,0,169454.27,620-679,IL,Atlas,90.0,,0.1344,false_negative,,,
L000860,2023-09-01,0,121065.61,740+,GA,Beacon,82.0,,0.3519,false_negative,,,
L000843,2023-09-01,120,265463.46,680-739,CA,Beacon,70.6,,0.4966,false_negative,,,
L000323,2023-09-01,0,188172.85,680-739,WA,Cedar,90.0,,0.0394,false_negative,,,
L000918,2023-09-01,0,205968.97,740+,CA,Beacon,80.0,,0.263,false_negative,,,
L000391,2023-09-01,0,527341.87,680-739,GA,Cedar,90.0,,0.0668,false_negative,,,
L001054,2023-09-01,0,369307.07,620-679,FL,Beacon,90.0,,0.1044,false_negative,,,
L000380,2023-09-01,0,194947.55,680-739,WA,Beacon,90.0,,0.0957,false_negative,,,
L000416,2023-09-01,0,223921.81,740+,GA,Beacon,82.0,,0.5721,false_positive,,,
L000619,2023-09-01,0,420163.46,<620,CA,Beacon,82.0,,0.0631,false_negative,,,
L000395,2023-09-01,0,628349.75,620-679,WA,Cedar,90.0,,0.581,false_positive,,,
L000009,2023-09-01,0,624556.21,620-679,WA,Beacon,90.0,,0.2544,false_negative,,,
L000444,2023-09-01,0,160051.64,<620,CA,Atlas,80.0,,0.2989,false_negative,,,
L000419,2023-09-01,0,81666.22,740+,IL,Atlas,59.5,,0.286,false_negative,,,
L000059,2023-09-01,0,108122.76,620-679,GA,Atlas,72.0,,0.6074,false_positive,,,
L000475,2023-09-01,0,224413.68,740+,NY,Beacon,80.0,,0.4382,false_negative,,,
L000470,2023-09-01,0,197497.44,680-739,GA,Atlas,82.0,,0.4123,false_negative,,,
L000465,2023-09-01,0,144142.74,740+,GA,Beacon,82.0,,0.2455,false_negative,,,
L000938,2023-09-01,0,267548.64,<620,IL,Beacon,72.0,,0.6042,false_positive,,,
L000023,2023-09-01,30,354981.15,740+,NY,Cedar,62.0,,0.3545,false_negative,,,
L000304,2023-09-01,0,617126.54,<620,GA,Atlas,90.0,,0.2987,false_negative,,,
L000891,2023-09-01,0,304008.23,620-679,WA,Cedar,82.0,,0.5591,false_positive,,,
L000337,2023-09-01,0,500906.47,<620,IL,Beacon,72.0,,0.123,false_negative,,,
L000575,2023-09-01,0,529404.74,740+,NY,Cedar,80.0,,0.0386,false_negative,,,
L000311,2023-09-01,0,462571.46,<620,NY,Beacon,82.0,,0.4252,false_negative,,,
L000273,2023-09-01,0,359645.26,740+,WA,Atlas,90.0,,0.5244,false_positive,,,
L000870,2023-09-01,0,101596.26,620-679,WA,Cedar,74.0,,0.4185,false_negative,,,
L000363,2023-09-01,0,363697.29,740+,CA,Atlas,90.0,,0.0902,false_negative,,,
L000527,2023-09-01,0,435302.52,740+,IL,Cedar,82.0,,0.0873,false_negative,,,
L000589,2023-09-01,30,505251.58,740+,NY,Cedar,72.0,,0.0438,false_negative,,,
L000576,2023-09-01,0,314225.41,620-679,IL,Cedar,90.0,,0.1555,false_negative,,,
L000871,2023-09-01,0,-25.0,<620,CA,Cedar,51.0,,0.4878,false_negative,,,
L000065,2023-09-01,0,213128.12,740+,FL,Beacon,90.0,,0.148,false_negative,,,
L000360,2023-09-01,0,373331.38,680-739,WA,Cedar,90.0,,0.1711,false_negative,,,
L000459,2023-09-01,0,608781.54,740+,FL,Cedar,90.0,,0.0624,false_negative,,,
L000279,2023-09-01,0,195138.0,740+,CA,Cedar,67.5,,0.2908,false_negative,,,
L000583,2023-09-01,0,,620-679,FL,Atlas,86.6,,0.0808,false_negative,,,
L000366,2023-09-01,0,301633.37,<620,GA,Cedar,80.0,,0.375,false_negative,,,
L000803,2023-09-01,0,191907.07,620-679,WA,Beacon,82.0,,0.4276,false_negative,,,
L000728,2023-09-01,0,113488.5,620-679,IL,Beacon,82.0,,0.4975,false_negative,,,
L000825,2023-09-01,0,373007.03,740+,IL,Atlas,90.0,,0.1849,false_negative,,,
L000826,2023-09-01,0,439026.92,620-679,CA,Beacon,90.0,,0.3709,false_negative,,,
L000117,2023-09-01,0,633842.09,<620,IL,Cedar,82.0,,0.574,false_positive,,,
L000186,2023-09-01,0,286900.86,620-679,FL,Cedar,90.0,,0.2003,false_negative,,,
L001105,2023-09-01,0,512469.6,680-739,TX,Beacon,90.0,,0.2517,false_negative,,,
L001111,2023-09-01,0,127150.37,740+,IL,Beacon,80.0,,0.4185,false_negative,,,
L000777,2023-09-01,0,489571.27,680-739,IL,Cedar,80.0,,0.0294,false_negative,,,
L001005,2023-09-01,0,114923.74,740+,FL,Beacon,67.5,,0.4981,false_negative,,,
L000781,2023-09-01,0,498086.61,740+,FL,Cedar,90.0,,0.1799,false_negative,,,
L000813,2023-09-01,0,342457.06,620-679,GA,Atlas,80.0,,0.3857,false_negative,,,
L000136,2023-09-01,0,262721.71,740+,CA,Cedar,90.0,,0.3503,false_negative,,,
L000168,2023-09-01,0,626404.87,620-679,NY,Beacon,82.0,,0.2862,false_negative,,,
L000133,2023-09-01,0,459047.2,<620,CA,Beacon,90.0,,0.1502,false_negative,,,
L000738,2023-09-01,0,333356.56,680-739,WA,Atlas,82.0,,0.6549,false_positive,,,
L000767,2023-09-01,0,631074.92,<620,NY,Cedar,90.0,,0.384,false_negative,,,
L000960,2023-10-01,0,127964.94,<620,WA,Beacon,82.0,,0.5152,false_positive,,,
L000419,2023-10-01,0,81666.22,740+,IL,Atlas,59.5,,0.2978,false_negative,,,
L000527,2023-10-01,0,432336.24,740+,IL,Cedar,82.0,,0.1107,false_negative,,,
L000799,2023-10-01,0,355360.11,680-739,NY,Atlas,90.0,,0.0591,false_negative,,,
L001009,2023-10-01,0,165434.15,<620,CA,Cedar,80.0,,0.3325,false_negative,,,
L000526,2023-10-01,0,612551.52,680-739,CA,Cedar,51.5,,0.3121,false_negative,,,
L000704,2023-10-01,0,168203.23,<620,GA,Beacon,80.0,,0.5177,false_positive,,,
L000302,2023-10-01,0,267382.78,620-679,TX,Cedar,90.0,,0.2349,false_negative,,,
L000303,2023-10-01,0,530772.3,620-679,IL,Beacon,90.0,,0.3684,false_negative,,,
L000544,2023-10-01,0,388275.89,680-739,IL,Beacon,90.0,,0.3213,false_negative,,,
L000290,2023-10-01,0,304562.94,620-679,CA,Atlas,90.0,,0.0879,false_negative,,,
L000292,2023-10-01,45,107241.86,<620,TX,Beacon,68.0,,0.1736,false_negative,,,
L000808,2023-10-01,0,530000.07,680-739,NY,Cedar,90.0,,0.2653,false_negative,,,
L000994,2023-10-01,120,558048.21,620-679,IL,Cedar,80.6,,0.3451,false_negative,,,
L000962,2023-10-01,30,94291.48,620-679,FL,Atlas,80.0,,0.3642,false_negative,,,
L000549,2023-10-01,0,131640.58,680-739,GA,Cedar,90.0,,0.0939,false_negative,,,
L000757,2023-10-01,0,241270.29,620-679,FL,Atlas,90.0,,0.4645,false_negative,,,
L000286,2023-10-01,0,410063.84,<620,WA,Cedar,90.0,,0.1953,false_negative,,,
L000380,2023-10-01,0,194437.59,680-739,WA,Beacon,90.0,,0.0952,false_negative,,,
L000965,2023-10-01,0,230710.79,620-679,IL,Cedar,82.0,,0.3123,false_negative,,,
L000810,2023-10-01,0,638486.43,620-679,IL,Atlas,80.0,,0.2364,false_negative,,,
L000802,2023-10-01,0,157368.3,680-739,GA,Beacon,82.0,,0.6457,false_positive,,,
L000117,2023-10-01,0,630863.51,<620,IL,Cedar,82.0,,0.5236,false_positive,,,
L000937,2023-10-01,0,612085.69,<620,NY,Atlas,90.0,,0.0815,false_negative,,,
L001119,2023-10-01,0,608208.7,680-739,GA,Cedar,90.0,,0.26,false_negative,,,
L000353,2023-10-01,0,458085.07,740+,FL,Cedar,77.5,,0.0792,false_negative,,,
L000478,2023-10-01,0,327490.5,620-679,NY,Beacon,80.0,,0.0366,false_negative,,,
L000172,2023-10-01,0,413459.15,740+,TX,Atlas,82.0,,0.2727,false_negative,,,
L000465,2023-10-01,0,143578.03,740+,GA,Beacon,82.0,,0.303,false_negative,,,
L000944,2023-10-01,0,-25.0,740+,IL,Cedar,59.0,,0.2723,false_negative,,,
L000163,2023-10-01,0,510663.47,740+,NY,Beacon,82.0,,0.1497,false_negative,,,
L001065,2023-10-01,0,481282.26,620-679,IL,Cedar,82.0,,0.4893,false_negative,,,
L000366,2023-10-01,0,300806.04,<620,GA,Cedar,80.0,,0.1476,false_negative,,,
L000016,2023-10-01,0,178206.55,740+,GA,Beacon,77.5,,0.073,false_negative,,,
L000777,2023-10-01,0,488283.62,680-739,IL,Cedar,80.0,,0.0397,false_negative,,,
L000137,2023-10-01,0,138003.98,740+,GA,Atlas,82.0,,0.143,false_negative,,,
L000135,2023-10-01,0,611692.44,620-679,WA,Atlas,90.0,,0.2746,false_negative,,,
L000918,2023-10-01,0,205485.22,740+,CA,Beacon,80.0,,0.1907,false_negative,,,
L000506,2023-10-01,0,604146.27,<620,NY,Beacon,90.0,,0.3905,false_negative,,,
L000511,2023-10-01,0,80380.64,740+,WA,Cedar,80.0,,0.4487,false_negative,,,
L000713,2023-10-01,0,232863.98,620-679,FL,Beacon,80.0,,0.1634,false_negative,,,
L000914,2023-10-01,0,-25.0,740+,TX,Beacon,59.0,,0.1718,false_negative,,,
